72555,József Mezei|Matteo Brunelli|Robert Fullér,0000-0002-2156-8549|0000-0002-4146-0885,Consensual Processes,,,,,series/sfsc/Herrera11,https://doi.org/10.1007/978-3-642-20533-0_4,,,series/sfsc/BrunelliFM11,2017-06-14,,,53-63,,,,,,Opinion Changing Aversion Functions for Group Settlement Modeling.,db/series/sfsc/Herrera11.html#BrunelliFM11,2011,,,,
72556,Greg W. Marshall,,Marketing Intelligent Systems Using Soft Computing,,,,,series/sfsc/Casillas10,https://doi.org/10.1007/978-3-642-15606-9_8,,,series/sfsc/Marshall10,2017-05-16,,,43-48,,,,,,Marketing - Sales Interface and the Role of KDD.,db/series/sfsc/Casillas10.html#Marshall10,2010,,,,
72557,Glenn Shafer,,Classic Works of the Dempster-Shafer Theory of Belief Functions,,,,,series/sfsc/2008-219,https://doi.org/10.1007/978-3-540-44792-4_9,,,series/sfsc/Shafer08b,2017-05-16,,,217-264,,,,,,Constructive Probability.,db/series/sfsc/sfsc219.html#Shafer08b,2008,,,,
72558,Bernadette Bouchon-Meunier|Christophe Marsala,,Fifty Years of Fuzzy Logic and its Applications,,,,,series/sfsc/2015-326,https://doi.org/10.1007/978-3-319-19683-1_4,,,series/sfsc/Bouchon-MeunierM15,2017-05-16,,,51-63,,,,,,Fuzzy Modifiers at the Core of Interpretable Fuzzy Systems.,db/series/sfsc/sfsc326.html#Bouchon-MeunierM15,2015,,,,
72559,Amit Bhaya|Ricardo Linden,0000-0002-3144-1242|0000-0002-5001-916X,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_10,,,series/sfsc/LindenB09,2017-06-14,,,191-215,,,,,,Evolving a Fuzzy Rulebase to Model Gene Expression.,db/series/sfsc/sfsc242.html#LindenB09,2009,,,,
72560,Andrew H. Sung|Ram B. Basnet|Srinivas Mukkamala,,Soft Computing Applications in Industry,,,,,series/sfsc/2008-226,https://doi.org/10.1007/978-3-540-77465-5_19,,,series/sfsc/BasnetMS08,2017-05-16,,,373-383,,,,,,Detection of Phishing Attacks: A Machine Learning Approach.,db/series/sfsc/sfsc226.html#BasnetMS08,2008,,,,
72561,Romi Banerjee|Sankar K. Pal,,Fifty Years of Fuzzy Logic and its Applications,,,,,series/sfsc/2015-326,https://doi.org/10.1007/978-3-319-19683-1_22,,,series/sfsc/BanerjeeP15,2017-05-16,,,415-457,,,,,,On Z-numbers and the Machine-Mind for Natural Language Comprehension.,db/series/sfsc/sfsc326.html#BanerjeeP15,2015,,,,
72562,Kamel Abderrahim|Zeineb Lassoued,,Complex System Modelling and Control Through Intelligent Soft Computations,,,,,series/sfsc/2015-319,https://doi.org/10.1007/978-3-319-12883-2_6,,,series/sfsc/LassouedA15,2017-05-16,,,165-193,,,,,,PWARX Model Identification Based on Clustering Approach.,db/series/sfsc/sfsc319.html#LassouedA15,2015,,,,
72564,Filippo Menolascina|Giuseppe Mastronardi|Mariadele Zarrilli|Vitoantonio Bevilacqua,0000-0002-3088-0788,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_1|https://www.wikidata.org/entity/Q58225454,,,series/sfsc/MenolascinaBZM09,2018-11-14,,,1-17,,,,,,Induction of Fuzzy Rules by Means of Artificial Immune Systems in Bioinformatics.,db/series/sfsc/sfsc242.html#MenolascinaBZM09,2009,,,,
72565,José M. Merigó|Montserrat Casanovas,0000-0001-7457-9308|0000-0002-4672-6961,Recent Developments in the Ordered Weighted Averaging Operators,,,,,series/sfsc/Yager11,https://doi.org/10.1007/978-3-642-17910-5_11,,,series/sfsc/MerigoC11,2017-06-09,,,209-228,,,,,,Decision Making with Dempster-Shafer Theory Using Fuzzy Induced Aggregation Operators.,db/series/sfsc/Yager11.html#MerigoC11,2011,,,,
72566,K. Paul Yoon,,Fuzzy Engineering Economics with Applications,,,,,series/sfsc/2008-233,https://doi.org/10.1007/978-3-540-70810-0_13,,,series/sfsc/Yoon08,2017-05-16,,,217-230,,,,,,A Probabilistic Approach to Fuzzy Engineering Economic Analysis.,db/series/sfsc/sfsc233.html#Yoon08,2008,,,,
72567,Erik Cuevas|Margarita Díaz|Raúl Rojas,0000-0002-7891-8490,Complex System Modelling and Control Through Intelligent Soft Computations,,,,,series/sfsc/2015-319,https://doi.org/10.1007/978-3-319-12883-2_5,,,series/sfsc/CuevasDR15,2017-06-09,,,139-163,,,,,,Leukocyte Detection Through an Evolutionary Method.,db/series/sfsc/sfsc319.html#CuevasDR15,2015,,,,
72568,Annick Laruelle|Federico Valenciano,,Consensual Processes,,,,,series/sfsc/Herrera11,https://doi.org/10.1007/978-3-642-20533-0_8,,,series/sfsc/LaruelleV11,2017-05-16,,,135-143,,,,,,Consensus versus Dichotomous Voting.,db/series/sfsc/Herrera11.html#LaruelleV11,2011,,,,
72569,Alejandro Sobrino,,Towards the Future of Fuzzy Logic,,,,,series/sfsc/2015-325,https://doi.org/10.1007/978-3-319-18750-1_7,,,series/sfsc/Sobrino15,2017-05-16,,,117-136,,,,,,Inquiry About the Origin and Abundance of Vague Language: An Issue for the Future.,db/series/sfsc/sfsc325.html#Sobrino15,2015,,,,
72570,Adrienn Skrop|Sándor Dominich|Zsolt Tuza,,Soft Computing in Web Information Retrieva,,,,,series/sfsc/2006-197,https://doi.org/10.1007/3-540-31590-X_9,,,series/sfsc/DominichST06,2019-02-21,,,163-194,,,,,,Formal Theory of Connectionist Web Retrieval.,db/series/sfsc/sfsc197.html#DominichST06,2006,,,,
72571,H. Mosadegh|M. H. Fazel Zarandi,,Fuzzy Logic in Its 50th Year,,,,,series/sfsc/2016-341,https://doi.org/10.1007/978-3-319-31093-0_13,,,series/sfsc/ZarandiM16,2017-05-16,,,283-308,,,,,,Robotics and Control Systems.,db/series/sfsc/sfsc341.html#ZarandiM16,2016,,,,
72572,Gerhard Heyer|Stefan Bordag,,Aspects of Automatic Text Analysis,,,,,series/sfsc/2007-209,https://doi.org/10.1007/978-3-540-37522-7_8,,,series/sfsc/BordagH07,2017-05-16,,,171-189,,,,,,A Structuralist Framework for Quantitative Linguistics.,db/series/sfsc/sfsc209.html#BordagH07,2007,,,,
72574,Janusz Kacprzyk|Slawomir Zadrozny,0000-0002-6642-0927,Preferences and Decisions,,,,,series/sfsc/Greco10,https://doi.org/10.1007/978-3-642-15976-3_15,,,series/sfsc/KacprzykZ10,2018-11-02,,,261-279,,,,,,Supporting Consensus Reaching Processes under Fuzzy Preferences and a Fuzzy Majority via Linguistic Summaries.,db/series/sfsc/Grego10.html#KacprzykZ10,2010,,,,
72575,Francesc Esteva,,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_10,,,series/sfsc/Esteva15,2017-05-16,,,131-136,,,,,,A Short Tribute to Enric Trillas Homage.,db/series/sfsc/sfsc323.html#Esteva15,2015,,,,
72576,Mohamed A. Moustafa Hassan|Naglaa Kamel Bahgaat,0000-0001-6116-6707|0000-0002-0221-6206,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_33|https://www.wikidata.org/entity/Q57516742,,,series/sfsc/BahgaatH16,2018-11-14,,,791-804,,,,,,Swarm Intelligence PID Controller Tuning for AVR System.,db/series/sfsc/sfsc337.html#BahgaatH16,2016,,,,
72577,Claudia I. González|Diana Bravo|Felma Gonzalez|Gabriela E. Martinez|Patricia Melin,0000-0001-5798-1426,Hybrid Intelligent Systems,,,,,series/sfsc/2007-208,https://doi.org/10.1007/978-3-540-37421-3_20|https://www.wikidata.org/entity/Q58489279,,,series/sfsc/MelinGBGM07,2018-11-24,,,311-326,,,,,,Modular Neural Networks and Fuzzy Sugeno Integral for Pattern Recognition: The Case of Human Face and Fingerprint.,db/series/sfsc/sfsc208.html#MelinGBGM07,2007,,,,
72578,Eduardo Peis|Enrique Herrera-Viedma|José M. Morales-del-Castillo,,Soft Computing in Web Information Retrieva,,,,,series/sfsc/2006-197,https://doi.org/10.1007/3-540-31590-X_6,,,series/sfsc/Herrera-ViedmaPM06,2019-02-21,,,105-120,,,,,,A Fuzzy Linguistic Multi-agent Model Based on Semantic Web Technologies and User Profiles.,db/series/sfsc/sfsc197.html#Herrera-ViedmaPM06,2006,,,,
72579,Enrique H. Ruspini,,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_30,,,series/sfsc/Ruspini15,2017-05-16,,,313-317,,,,,,ENRIC by Enrique.,db/series/sfsc/sfsc323.html#Ruspini15,2015,,,,
72581,János C. Fodor,0000-0002-1638-7452,Preferences and Decisions,,,,,series/sfsc/Greco10,https://doi.org/10.1007/978-3-642-15976-3_11,,,series/sfsc/Fodor10,2017-06-09,,,183-194,,,,,,Fuzzy Preference Relations Based on Differences.,db/series/sfsc/Grego10.html#Fodor10,2010,,,,
72583,Adriano J. de O. Cruz|Rafael T. Cavalcanti|Raquel D. Rodrigues,,Soft Computing in XML Data Management,,,,,series/sfsc/Ma10,https://doi.org/10.1007/978-3-642-14010-5_11,,Aliança,series/sfsc/RodriguesCC10,2017-05-16,,,291-313,,,,,,,db/series/sfsc/Ma10.html#RodriguesCC10,2010,,,,
72584,Eulalia Szmidt|Janusz Kacprzyk,,Fuzzy Sets and Their Extensions: Representation, Aggregation and Models,,,,,series/sfsc/2008-220,https://doi.org/10.1007/978-3-540-73723-0_17,,,series/sfsc/SzmidtK08,2017-05-16,,,335-355,,,,,,Atanassov's Intuitionistic Fuzzy Sets as a Promising Tool for Extended Fuzzy Decision Making Models.,db/series/sfsc/sfsc220.html#SzmidtK08,,,,
72585,Oscar Cordón,,Combining Experimentation and Theory,,,,,series/sfsc/TrillasBMK12,https://doi.org/10.1007/978-3-642-24666-1_6,,,series/sfsc/Cordon12,2017-05-16,,,73-90,,,,,,A Historical Review of Mamdani-Type Genetic Fuzzy Systems.,db/series/sfsc/TrillasBMK12.html#Cordon12,2012,,,,
72586,Krassimir T. Atanassov,,35 Years of Fuzzy Set Theory,,,,,series/sfsc/Cornelis11,https://doi.org/10.1007/978-3-642-16629-7_2,,,series/sfsc/Atanassov11,2017-05-16,,,19-38,,,,,,On the Intuitionistic Fuzzy Implications and Negations. Part 1.,db/series/sfsc/Cornelis11.html#Atanassov11,2011,,,,
72587,Daniel Sánchez 0001|Gracián Triviño,,Combining Experimentation and Theory,,,,,series/sfsc/TrillasBMK12,https://doi.org/10.1007/978-3-642-24666-1_21,,,series/sfsc/TrivinoS12,2017-07-18,,,287-300,,,,,,Metaphors for Linguistic Description of Data.,db/series/sfsc/TrillasBMK12.html#TrivinoS12,2012,,,,
72588,Gerardo I. Simari|Thomas Lukasiewicz,,Advances in Probabilistic Databases for Uncertain Information Management,,,,,series/sfsc/2013-304,https://doi.org/10.1007/978-3-642-37509-5_6,,,series/sfsc/LukasiewiczS13,2017-05-16,,,131-159,,,,,,Tractable Probabilistic Description Logic Programs.,db/series/sfsc/sfsc304.html#LukasiewiczS13,2013,,,,
72589,Alberto Bugarín|Alejandro Sobrino|Senén Barro,0000-0003-3574-3843,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_22,,,series/sfsc/BarroBS15,2018-11-02,,,233-250,,,,,,Enric Trillas: Master, Scientist and Humanist.,db/series/sfsc/sfsc323.html#BarroBS15,,,,
72590,Ieroham Baruch,,Hybrid Intelligent Systems,,,,,series/sfsc/2007-208,https://doi.org/10.1007/978-3-540-37421-3_6,,,series/sfsc/Baruch07,2017-05-16,,,95-114,,,,,,Direct and Indirect Adaptive Neural Control of Nonlinear Systems.,db/series/sfsc/sfsc208.html#Baruch07,2007,,,,
72591,Anthony G. Shannon|Olympia Roeva|Tania Pencheva,0000-0003-3848-5181,Imprecision and Uncertainty in Information Representation and Processing,,,,,series/sfsc/2016-332,https://doi.org/10.1007/978-3-319-26302-1_19,,,series/sfsc/PenchevaRS16,2018-11-02,,,305-325,,,,,,Generalized Net Models of Basic Genetic Algorithm Operators.,db/series/sfsc/sfsc332.html#PenchevaRS16,2016,,,,
72592,Basar Öztaysi|Cengiz Kahraman|Sezi Çevik Onar,,Fuzzy Logic in Its 50th Year,,,,,series/sfsc/2016-341,https://doi.org/10.1007/978-3-319-31093-0_2,,,series/sfsc/KahramanOO16,2017-05-16,,,21-58,,,,,,Fuzzy Decision Making: Its Pioneers and Supportive Environment.,db/series/sfsc/sfsc341.html#KahramanOO16,2016,,,,
72593,Chunmei Shi|Gerald Schaefer|Huiyu Zhou,,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_13,,,series/sfsc/ZhouSS09,2017-05-16,,,257-271,,,,,,Fuzzy C-Means Techniques for Medical Image Segmentation.,db/series/sfsc/sfsc242.html#ZhouSS09,2009,,,,
72594,Adel Mellit|Alessandro Massi Pavan|Soteris A. Kalogirou,,Soft Computing in Green and Renewable Energy Systems,,,,,series/sfsc/GopalKK11,https://doi.org/10.1007/978-3-642-22176-7_10|https://www.wikidata.org/entity/Q57712340,,,series/sfsc/MellitPK11,2018-11-14,,,261-283,,,,,,Application of Artificial Neural Networks for the Prediction of a 20-kWp Grid-Connected Photovoltaic Plant Power Output.,db/series/sfsc/GopalKK11.html#MellitPK11,2011,,,,
72595,Gleb Beliakov|Tomasa Calvo,0000-0002-2377-0863|0000-0002-9841-5292,Fuzzy Sets and Their Extensions: Representation, Aggregation and Models,,,,,series/sfsc/2008-220,https://doi.org/10.1007/978-3-540-73723-0_6,,,series/sfsc/BeliakovC08,2017-06-09,,,99-120,,,,,,Interpolatory Type Construction of General Aggregation Operators.,db/series/sfsc/sfsc220.html#BeliakovC08,,,,
72596,Milan Petrík|Thomas Vetterlein,,On Logical, Algebraic, and Probabilistic Aspects of Fuzzy Set Theory,,,,,series/sfsc/2016-336,https://doi.org/10.1007/978-3-319-28808-6_6,,,series/sfsc/VetterleinP16,2017-05-16,,,83-108,,,,,,The Semantics of Fuzzy Logics: Two Approaches to Finite Tomonoids.,,,,
72597,Sachin Bhalekar,,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_3,,,series/sfsc/Bhalekar16,2017-05-16,,,53-73,,,,,,Synchronization of Fractional Chaotic and Hyperchaotic Systems Using an Extended Active Control.,db/series/sfsc/sfsc337.html#Bhalekar16,2016,,,,
72598,Evdokia Sotirova|Sotir Sotirov|Veselina Bureva,,Imprecision and Uncertainty in Information Representation and Processing,,,,,series/sfsc/2016-332,https://doi.org/10.1007/978-3-319-26302-1_23,,,series/sfsc/SotirovaBS16,2017-05-16,,,389-399,,,,,,A Generalized Net Model for Evaluation Process Using InterCriteria Analysis Method in the University.,db/series/sfsc/sfsc332.html#SotirovaBS16,2016,,,,
72599,Horia-Nicolai Teodorescu,,Fifty Years of Fuzzy Logic and its Applications,,,,,series/sfsc/2015-326,https://doi.org/10.1007/978-3-319-19683-1_28,,,series/sfsc/Teodorescu15,2017-05-16,,,581-608,,,,,,Fuzzy Logic in Speech Technology - Introductory and Overviewing Glimpses.,db/series/sfsc/sfsc326.html#Teodorescu15,2015,,,,
72600,José Soria|Oscar Castillo 0001|Patricia Ochoa,0000-0002-7385-5689,Imprecision and Uncertainty in Information Representation and Processing,,,,,series/sfsc/2016-332,https://doi.org/10.1007/978-3-319-26302-1_21,,,series/sfsc/CastilloOS16,2018-09-12,,,361-374,,,,,,Differential Evolution with Fuzzy Logic for Dynamic Adaptation of Parameters in Mathematical Function Optimization.,db/series/sfsc/sfsc332.html#CastilloOS16,2016,,,,
72601,Sundarapandian Vaidyanathan,,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_23,,,series/sfsc/Vaidyanathan16i,2017-05-16,,,553-579,,,,,,A Novel Double Convection Chaotic System, Its Analysis, Adaptive Control and Synchronization.,,,,
72602,Bonifacio Llamazares|José Luis García-Lapresta|Teresa Peña,0000-0001-5720-4387|0000-0002-7538-4833,Recent Developments in the Ordered Weighted Averaging Operators,,,,,series/sfsc/Yager11,https://doi.org/10.1007/978-3-642-17910-5_7|https://www.wikidata.org/entity/Q58341361,,,series/sfsc/Garcia-LaprestaLP11,2018-11-24,,,135-147,,,,,,Generating OWA Weights from Individual Assessments.,db/series/sfsc/Yager11.html#Garcia-LaprestaLP11,2011,,,,
72603,Ebrahim H. Mamdani|Enric Trillas,,Combining Experimentation and Theory,,,,,series/sfsc/TrillasBMK12,https://doi.org/10.1007/978-3-642-24666-1_1,,,series/sfsc/MamdaniT12,2017-05-16,,,1-17,,,,,,Correspondence between an Experimentalist and a Theoretician.,db/series/sfsc/TrillasBMK12.html#MamdaniT12,2012,,,,
72604,Marco Elio Tabacchi,,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_14,,,series/sfsc/Tabacchi15,2017-05-16,,,149-158,,,,,,In the Future Everyone Will Be a Fuzzy Set: Enric Trillas, FST as an Experimental Science and the Relationship with Theory of Concepts.,db/series/sfsc/sfsc323.html#Tabacchi15,,,,
72605,James H. Martin|Rodney D. Nielsen|Wayne H. Ward,,Soft Computing Applications in Business,,,,,series/sfsc/2008-230,https://doi.org/10.1007/978-3-540-79005-1_11,,,series/sfsc/NielsenWM08,2017-05-16,,,201-230,,,,,,Soft Computing in Intelligent Tutoring Systems and Educational Assessment.,db/series/sfsc/sfsc230.html#NielsenWM08,2008,,,,
72606,Beloslav Riecan,,Imprecision and Uncertainty in Information Representation and Processing,,,,,series/sfsc/2016-332,https://doi.org/10.1007/978-3-319-26302-1_3,,,series/sfsc/Riecan16,2017-05-16,,,27-40,,,,,,On the Atanassov Concept of Fuzziness and One of Its Modification.,db/series/sfsc/sfsc332.html#Riecan16,2016,,,,
72607,Dietrich Van der Weken|Mike Nachtegael|Stefan Schulte 0001|Tom Mélange|Valérie De Witte,,35 Years of Fuzzy Set Theory,,,,,series/sfsc/Cornelis11,https://doi.org/10.1007/978-3-642-16629-7_10,,,series/sfsc/NachtegaelMSWW11,2017-05-16,,,197-217,,,,,,Fuzzy Techniques in Image Processing at Ghent University: Summary of a 12-Year Journey.,db/series/sfsc/Cornelis11.html#NachtegaelMSWW11,2011,,,,
72609,Edurne Barrenechea Tartas|Humberto Bustince Sola|Miguel Pagola|Pedro Couto|Pedro Melo-Pinto,0000-0001-6657-948X|0000-0001-8257-0143|0000-0003-0859-8978,Fuzzy Sets and Their Extensions: Representation, Aggregation and Models,,,,,series/sfsc/2008-220,https://doi.org/10.1007/978-3-540-73723-0_32|https://www.wikidata.org/entity/Q58842039,,,series/sfsc/SolaPMTC08,2018-11-24,,,621-638,,,,,,Image Threshold Computation by Modelizing Knowledge/Unknowledge by Means of Atanassov's Intuitionistic Fuzzy Sets.,db/series/sfsc/sfsc220.html#SolaPMTC08,,,,
72610,Enric Trillas,,Towards the Future of Fuzzy Logic,,,,,series/sfsc/2015-325,https://doi.org/10.1007/978-3-319-18750-1_3,,,series/sfsc/Trillas15a,2017-05-16,,,31-54,,,,,,On What I Still Hope from Fuzzy Logic.,db/series/sfsc/sfsc325.html#Trillas15a,2015,,,,
72611,Baoping Zhang|Edward A. Fox|Marco Cristo|Marcos André Gonçalves|Pável Calado|Weiguo Fan|Yuxin Chen,,Soft Computing in Web Information Retrieva,,,,,series/sfsc/2006-197,https://doi.org/10.1007/3-540-31590-X_4,,,series/sfsc/ZhangFCFGCC06,2019-02-21,,,65-83,,,,,,A Genetic Programming Approach for Combining Structural and Citation-Based Evidence for Text Classification in Web Digital Libraries.,db/series/sfsc/sfsc197.html#ZhangFCFGCC06,2006,,,,
72612,Alexandr Sostak|Irina Perfilieva,,Towards the Future of Fuzzy Logic,,,,,series/sfsc/2015-325,https://doi.org/10.1007/978-3-319-18750-1_9,,,series/sfsc/PerfilievaS15,2017-05-16,,,167-182,,,,,,From Lattice Valued Theories to Lattice Valued Analysis.,db/series/sfsc/sfsc325.html#PerfilievaS15,2015,,,,
72613,Pere Juliá,,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_25,,,series/sfsc/Julia15,2017-05-16,,,263-266,,,,,,Some Anticipatory Reminiscences.,db/series/sfsc/sfsc323.html#Julia15,2015,,,,
72615,Sundarapandian Vaidyanathan,,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_22,,,series/sfsc/Vaidyanathan16h,2017-05-16,,,529-552,,,,,,Analysis, Control and Synchronization of a Novel 4-D Highly Hyperchaotic System with Hidden Attractors.,db/series/sfsc/sfsc337.html#Vaidyanathan16h,,,,
72616,Janusz Kacprzyk|Katarzyna Nowacka|Slawomir Zadrozny,0000-0002-6642-0927,35 Years of Fuzzy Set Theory,,,,,series/sfsc/Cornelis11,https://doi.org/10.1007/978-3-642-16629-7_13,,,series/sfsc/ZadroznyKN11,2018-11-02,,,267-291,,,,,,Using Fuzzy and Interval-Valued Fuzzy Sets in Automatic Text Categorization Based on a Fuzzy Information Retrieval Model.,db/series/sfsc/Cornelis11.html#ZadroznyKN11,2011,,,,
72617,Hung T. Nguyen 0002,,Classic Works of the Dempster-Shafer Theory of Belief Functions,,,,,series/sfsc/2008-219,https://doi.org/10.1007/978-3-540-44792-4_5,,,series/sfsc/Nguyen08,2017-05-16,,,105-116,,,,,,On Random Sets and Belief Functions.,db/series/sfsc/sfsc219.html#Nguyen08,2008,,,,
72618,Berend Wierenga,,Marketing Intelligent Systems Using Soft Computing,,,,,series/sfsc/Casillas10,https://doi.org/10.1007/978-3-642-15606-9_1,,,series/sfsc/Wierenga10,2017-05-16,,,1-8,,,,,,Marketing and Artificial Intelligence: Great Opportunities, Reluctant Partners.,db/series/sfsc/Casillas10.html#Wierenga10,,,,
72619,Kuldip Singh Sangwan,0000-0003-4838-734X,Production Engineering and Management under Fuzziness,,,,,series/sfsc/Kahraman10,https://doi.org/10.1007/978-3-642-12052-7_15,,,series/sfsc/Sangwan10,2017-06-09,,,359-380,,,,,,Fuzziness in Materials Flow and Plant Layout.,db/series/sfsc/Kahraman10.html#Sangwan10,2010,,,,
72620,José L. Verdegay|Juan Miguel Sánchez-Lozano|Maria Socorro García-Cascales|María Teresa Lamata,,Fuzzy Technology,,,,,series/sfsc/2016-335,https://doi.org/10.1007/978-3-319-26986-3_12,,,series/sfsc/Sanchez-LozanoGLV16,2017-05-16,,,207-218,,,,,,Spatial Analysis Using GIS for Obtaining Optimal Locations for Solar Farms - A Case Study: The Northwest of the Region of Murcia.,db/series/sfsc/sfsc335.html#Sanchez-LozanoGLV16,2016,,,,
72621,Elizabeth A. Untiedt|Weldon A. Lodwick,,Fuzzy Optimization,,,,,series/sfsc/Lodwick10,https://doi.org/10.1007/978-3-642-13935-2_2,,,series/sfsc/LodwickU10,2017-05-16,,,33-62,,,,,,Introduction to Fuzzy and Possibilistic Optimization.,db/series/sfsc/Lodwick10.html#LodwickU10,2010,,,,
72622,Daniel Sánchez 0001,,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_29,,,series/sfsc/Sanchez15,2017-07-20,,,307-312,,,,,,"""Come to the Centre: You Won't Regret"".",db/series/sfsc/sfsc323.html#Sanchez15,2015,,,,
72623,Didier Dubois|Henri Prade,,Classic Works of the Dempster-Shafer Theory of Belief Functions,,,,,series/sfsc/2008-219,https://doi.org/10.1007/978-3-540-44792-4_14,,,series/sfsc/DuboisP08,2017-05-16,,,375-410,,,,,,A Set-Theoretic View of Belief Functions.,db/series/sfsc/sfsc219.html#DuboisP08,2008,,,,
72624,Ander de Keijzer,,Soft Computing in XML Data Management,,,,,series/sfsc/Ma10,https://doi.org/10.1007/978-3-642-14010-5_4,,,series/sfsc/Keijzer10,2017-05-16,,,79-103,,,,,,Data Integration Using Uncertain XML.,db/series/sfsc/Ma10.html#Keijzer10,2010,,,,
72625,Gen'ichi Yasuda,,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_34,,,series/sfsc/Yasuda16,2017-05-16,,,805-827,,,,,,Discrete Event Behavior-Based Distributed Architecture Design for Autonomous Intelligent Control of Mobile Robots with Embedded Petri Nets.,db/series/sfsc/sfsc337.html#Yasuda16,2016,,,,
72626,Arnaud Quirin|David P. Pancho|José M. Alonso|Luis Magdalena|Oscar Cordón,0000-0001-5112-5629|0000-0003-3673-421X,Soft Computing: State of the Art Theory and Novel Applications,,,,,series/sfsc/2013-291,https://doi.org/10.1007/978-3-642-34922-5_9,,,series/sfsc/AlonsoPCQM13,2017-06-14,,,113-128,,,,,,Social Network Analysis of Co-fired Fuzzy Rules.,db/series/sfsc/sfsc291.html#AlonsoPCQM13,2013,,,,
72627,Rajeev Sharma|Ram Bilas Pachori|Shivnarayan Patidar,,Complex System Modelling and Control Through Intelligent Soft Computations,,,,,series/sfsc/2015-319,https://doi.org/10.1007/978-3-319-12883-2_13,,,series/sfsc/PachoriSP15,2017-05-16,,,367-388,,,,,,Classification of Normal and Epileptic Seizure EEG Signals Based on Empirical Mode Decomposition.,db/series/sfsc/sfsc319.html#PachoriSP15,2015,,,,
72628,K. P. S. Rana|Sreejith S. Nair|Vineet Kumar 0001,,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_32,,,series/sfsc/NairRK16,2018-11-12,,,773-790,,,,,,Comparative Analysis of Different Nature Inspired Optimization Algorithms for Estimation of 3D Chaotic Systems.,db/series/sfsc/sfsc337.html#NairRK16,2016,,,,
72629,Arzu Sencan Sahin|Soteris A. Kalogirou,,Soft Computing in Green and Renewable Energy Systems,,,,,series/sfsc/GopalKK11,https://doi.org/10.1007/978-3-642-22176-7_3|https://www.wikidata.org/entity/Q57712359,,,series/sfsc/SahinK11,2018-11-14,,,65-95,,,,,,Soft Computing in Absorption Cooling Systems.,db/series/sfsc/GopalKK11.html#SahinK11,2011,,,,
72630,José L. Verdegay|Maria Socorro García-Cascales|María Teresa Lamata,,Preferences and Decisions,,,,,series/sfsc/Greco10,https://doi.org/10.1007/978-3-642-15976-3_24|https://www.wikidata.org/entity/Q58201212,,,series/sfsc/Garcia-CascalesLV10,2018-11-14,,,383-395,,,,,,The TOPSIS Method and Its Application to Linguistic Variables.,db/series/sfsc/Grego10.html#Garcia-CascalesLV10,2010,,,,
72631,Cengiz Kahraman|Ihsan Kaya|Mesut Yavuz,0000-0003-4522-5804,Production Engineering and Management under Fuzziness,,,,,series/sfsc/Kahraman10,https://doi.org/10.1007/978-3-642-12052-7_1,,,series/sfsc/KahramanYK10,2017-06-09,,,1-24,,,,,,Fuzzy and Grey Forecasting Techniques and Their Applications in Production Systems.,db/series/sfsc/Kahraman10.html#KahramanYK10,2010,,,,
72632,Mesut Yavuz,0000-0003-4522-5804,Production Engineering and Management under Fuzziness,,,,,series/sfsc/Kahraman10,https://doi.org/10.1007/978-3-642-12052-7_5,,,series/sfsc/Yavuz10b,2017-06-09,,,77-94,,,,,,Fuzzy Lead Time Management.,db/series/sfsc/Kahraman10.html#Yavuz10b,2010,,,,
72634,Ahmad Taher Azar|Fernando E. Serrano,0000-0002-8800-7578,Complex System Modelling and Control Through Intelligent Soft Computations,,,,,series/sfsc/2015-319,https://doi.org/10.1007/978-3-319-12883-2_1,,,series/sfsc/AzarS15,2017-06-09,,,1-44,,,,,,Design and Modeling of Anti Wind Up PID Controllers.,db/series/sfsc/sfsc319.html#AzarS15,2015,,,,
