72315,Huchang Liao|Zeshui Xu,,Imprecision and Uncertainty in Information Representation and Processing,,,,,series/sfsc/2016-332,https://doi.org/10.1007/978-3-319-26302-1_13,,,series/sfsc/LiaoX16,2017-05-16,,,189-206,,,,,,Consistency and Consensus of Intuitionistic Fuzzy Preference Relations in Group Decision Making.,db/series/sfsc/sfsc332.html#LiaoX16,2016,,,,
72316,Arne Ziegler|Gabriel Altmann,,Aspects of Automatic Text Analysis,,,,,series/sfsc/2007-209,https://doi.org/10.1007/978-3-540-37522-7_10,,,series/sfsc/ZieglerA07,2017-05-16,,,211-229,,,,,,Latent Connotative Text Structure.,db/series/sfsc/sfsc209.html#ZieglerA07,2007,,,,
72317,Reinhard Köhler,,Aspects of Automatic Text Analysis,,,,,series/sfsc/2007-209,https://doi.org/10.1007/978-3-540-37522-7_9,,,series/sfsc/Kohler07,2017-05-16,,,191-209,,,,,,Quantitative Analysis of Syntactic Structures in the Framework of Synergetic Linguistics.,db/series/sfsc/sfsc209.html#Kohler07,2007,,,,
72318,Michael Stubbs,,Aspects of Automatic Text Analysis,,,,,series/sfsc/2007-209,https://doi.org/10.1007/978-3-540-37522-7_11,,,series/sfsc/Stubbs07,2017-05-16,,,233-253,,,,,,Inferring Meaning: Text, Technology and Questions of Induction.,db/series/sfsc/sfsc209.html#Stubbs07,,,,
72319,Gil González-Rodríguez|María Angeles Gil,,Combining Experimentation and Theory,,,,,series/sfsc/TrillasBMK12,https://doi.org/10.1007/978-3-642-24666-1_27,,,series/sfsc/GilG12,2017-05-16,,,407-420,,,,,,Fuzzy vs. Likert Scale in Statistics.,db/series/sfsc/TrillasBMK12.html#GilG12,2012,,,,
72320,Abraham Kandel|Dan E. Tamir|Naphtali David Rishe,,Fifty Years of Fuzzy Logic and its Applications,,,,,series/sfsc/2015-326,https://doi.org/10.1007/978-3-319-19683-1_31,,,series/sfsc/TamirRK15,2017-05-16,,,661-681,,,,,,Complex Fuzzy Sets and Complex Fuzzy Logic an Overview of Theory and Applications.,db/series/sfsc/sfsc326.html#TamirRK15,2015,,,,
72321,Barbara Vantaggi|Giulianella Coletti,0000-0002-3651-3743,Preferences and Decisions,,,,,series/sfsc/Greco10,https://doi.org/10.1007/978-3-642-15976-3_5,,,series/sfsc/ColettiV10,2017-06-09,,,69-84,,,,,,From Comparative Degrees of Belief to Conditional Measures.,db/series/sfsc/Grego10.html#ColettiV10,2010,,,,
72322,Alzbeta Michalíková,,Imprecision and Uncertainty in Information Representation and Processing,,,,,series/sfsc/2016-332,https://doi.org/10.1007/978-3-319-26302-1_14,,,series/sfsc/Michalikova16,2017-05-16,,,207-231,,,,,,Differential Calculus on \textitIF IF Sets.,db/series/sfsc/sfsc332.html#Michalikova16,2016,,,,
72323,Oscar Castillo 0001|Patricia Melin|Yazmín Maldonado,,Soft Computing Applications in Optimization, Control, and Recognition,,,,,series/sfsc/2013-294,https://doi.org/10.1007/978-3-642-35323-9_5,,,series/sfsc/MaldonadoCM13,2018-09-12,,,97-124,,,,,,Particle Swarm Optimization for Multi-objective Control Design Using AT2-FLC in FPGA Device.,,,,
72324,Enrique Herrera-Viedma|Francisco Chiclana|Marques Pereira|Ricardo Alberto|Sergio Alonso,0000-0002-3952-4210|0000-0002-7922-4984,Fuzzy Sets and Their Extensions: Representation, Aggregation and Models,,,,,series/sfsc/2008-220,https://doi.org/10.1007/978-3-540-73723-0_12,,,series/sfsc/ChiclanaHAAP08,2017-06-09,,,219-237,,,,,,Preferences and Consistency Issues in Group Decision Making.,db/series/sfsc/sfsc220.html#ChiclanaHAAP08,,,,
72325,Christian Borgelt|Christian Braune|Marie-Jeanne Lesot|Rudolf Kruse,,Fifty Years of Fuzzy Logic and its Applications,,,,,series/sfsc/2015-326,https://doi.org/10.1007/978-3-319-19683-1_17,,,series/sfsc/BorgeltBLK15,2017-05-16,,,315-335,,,,,,Handling Noise and Outliers in Fuzzy Clustering.,db/series/sfsc/sfsc326.html#BorgeltBLK15,2015,,,,
72326,Ashley Piggins|José Luis García-Lapresta,0000-0001-5720-4387,Soft Computing in Humanities and Social Sciences,,,,,series/sfsc/SeisingG12,https://doi.org/10.1007/978-3-642-24672-2_17,,,series/sfsc/Garcia-LaprestaP12,2017-06-09,,,301-321,,,,,,Voting on How to Vote.,db/series/sfsc/SeisingG12.html#Garcia-LaprestaP12,2012,,,,
72327,Mas Irfan P. Hidayat,,Complex System Modelling and Control Through Intelligent Soft Computations,,,,,series/sfsc/2015-319,https://doi.org/10.1007/978-3-319-12883-2_27,,,series/sfsc/Hidayat15,2017-05-16,,,773-806,,,,,,System Identification Technique and Neural Networks for Material Lifetime Assessment Application.,db/series/sfsc/sfsc319.html#Hidayat15,2015,,,,
72328,C. Y. Hsu|Jiann-Shing Shieh|Maysam F. Abbod|Sheng-Jean Huang|Shou-Zen Fan|Yin-Yi Han,0000-0001-8831-7835|0000-0002-6849-8453,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_14,,,series/sfsc/ShiehAHHHF09,2017-06-09,,,273-295,,,,,,Monitoring and Control of Anesthesia Using Multivariable Self-Organizing Fuzzy Logic Structure.,db/series/sfsc/sfsc242.html#ShiehAHHHF09,2009,,,,
72329,Andrea Stupnanová|Anna Kolesárová,,On Logical, Algebraic, and Probabilistic Aspects of Fuzzy Set Theory,,,,,series/sfsc/2016-336,https://doi.org/10.1007/978-3-319-28808-6_11,,,series/sfsc/KolesarovaS16,2017-05-16,,,181-198,,,,,,Extensions of Capacities.,,,,
72330,J. Vicente Riera|Jaume Casasnovas,,Soft Computing in Humanities and Social Sciences,,,,,series/sfsc/SeisingG12,https://doi.org/10.1007/978-3-642-24672-2_18,,,series/sfsc/CasasnovasR12,2017-05-16,,,323-345,,,,,,Weighted Means of Subjective Evaluations.,db/series/sfsc/SeisingG12.html#CasasnovasR12,2012,,,,
72331,Cengiz Kahraman|Ihsan Kaya,,Production Engineering and Management under Fuzziness,,,,,series/sfsc/Kahraman10,https://doi.org/10.1007/978-3-642-12052-7_20,,,series/sfsc/KahramanK10a,2017-05-16,,,483-513,,,,,,Fuzzy Process Capability Analysis and Applications.,db/series/sfsc/Kahraman10.html#KahramanK10a,2010,,,,
72332,Man Leung Wong,0000-0002-4364-6747,Marketing Intelligent Systems Using Soft Computing,,,,,series/sfsc/Casillas10,https://doi.org/10.1007/978-3-642-15606-9_18,,,series/sfsc/Wong10,2017-06-14,,,273-294,,,,,,Direct Marketing Modeling Using Evolutionary Bayesian Network Learning Algorithm.,db/series/sfsc/Casillas10.html#Wong10,2010,,,,
72333,Brano Markic|Drazena Tomic,0000-0002-3573-2653,Marketing Intelligent Systems Using Soft Computing,,,,,series/sfsc/Casillas10,https://doi.org/10.1007/978-3-642-15606-9_10,,,series/sfsc/MarkicT10,2018-11-02,,,79-111,,,,,,Marketing Intelligent System for Customer Segmentation.,db/series/sfsc/Casillas10.html#MarkicT10,2010,,,,
72334,Michael Smithson,,Fuzzy Logic in Its 50th Year,,,,,series/sfsc/2016-341,https://doi.org/10.1007/978-3-319-31093-0_8,,,series/sfsc/Smithson16,2017-05-16,,,175-186,,,,,,Fuzzy Sets and Fuzzy Logic in the Human Sciences.,db/series/sfsc/sfsc341.html#Smithson16,2016,,,,
72335,Oscar Castillo 0001|Oscar Montiel|Patricia Melin|Roberto Sepúlveda,0000-0001-5798-1426|0000-0002-7060-9204|0000-0002-7385-5689,Hybrid Intelligent Systems,,,,,series/sfsc/2007-208,https://doi.org/10.1007/978-3-540-37421-3_3|https://www.wikidata.org/entity/Q58489234,,,series/sfsc/MontielCMS07,2018-11-24,,,43-58,,,,,,Evolutionary Optimization of a Wiener Model.,db/series/sfsc/sfsc208.html#MontielCMS07,2007,,,,
72336,Gabriella Pasi|Ronald R. Yager,,Recent Developments in the Ordered Weighted Averaging Operators,,,,,series/sfsc/Yager11,https://doi.org/10.1007/978-3-642-17910-5_6,,,series/sfsc/PasiY11,2017-05-16,,,111-133,,,,,,A Majority Guided Aggregation Operator in Group Decision Making.,db/series/sfsc/Yager11.html#PasiY11,2011,,,,
72337,József Mezei|Matteo Brunelli,0000-0002-2156-8549,Fuzzy Technology,,,,,series/sfsc/2016-335,https://doi.org/10.1007/978-3-319-26986-3_11,,,series/sfsc/MezeiB16,2017-06-14,,,193-205,,,,,,Decision Analytics and Soft Computing with Industrial Partners: A Personal Retrospective.,db/series/sfsc/sfsc335.html#MezeiB16,2016,,,,
72338,Guangquan Zhang 0001|Jie Lu 0001|Jun Ma 0002,0000-0003-0690-4732|0000-0003-3960-0583,Consensual Processes,,,,,series/sfsc/Herrera11,https://doi.org/10.1007/978-3-642-20533-0_20,,,series/sfsc/MaZL11,2018-01-19,,,383-403,,,,,,A Fuzzy Hierarchical Multiple Criteria Group Decision Support System - Decider - and Its Applications.,db/series/sfsc/Herrera11.html#MaZL11,2011,,,,
72339,Oscar Castillo 0001|Oscar Montiel,0000-0002-7060-9204|0000-0002-7385-5689,Hybrid Intelligent Systems,,,,,series/sfsc/2007-208,https://doi.org/10.1007/978-3-540-37421-3_5,,,series/sfsc/MontielC07,2018-09-12,,,75-91,,,,,,Mediative Fuzzy Logic: A Novel Approach for Handling Contradictory Knowledge.,db/series/sfsc/sfsc208.html#MontielC07,2007,,,,
72340,Albert Orriols-Puig|Francisco J. Martínez-López|Jorge Casillas,,Marketing Intelligent Systems Using Soft Computing,,,,,series/sfsc/Casillas10,https://doi.org/10.1007/978-3-642-15606-9_14,,,series/sfsc/Orriols-PuigCM10,2017-05-16,,,181-206,,,,,,Automatic Discovery of Potential Causal Structures in Marketing Databases Based on Fuzzy Association Rules.,db/series/sfsc/Casillas10.html#Orriols-PuigCM10,2010,,,,
72341,Geok Soon Hong|K. P. Zhu|Yoke San Wong,0000-0001-5918-7402,Soft Computing Applications in Industry,,,,,series/sfsc/2008-226,https://doi.org/10.1007/978-3-540-77465-5_2,,,series/sfsc/ZhuWH08,2017-06-09,,,23-46,,,,,,Noise-Robust Tool Condition Monitoring in Micro-milling with Hidden Markov Models.,db/series/sfsc/sfsc226.html#ZhuWH08,2008,,,,
72342,Shahnaz N. Shahbazova,,Soft Computing: State of the Art Theory and Novel Applications,,,,,series/sfsc/2013-291,https://doi.org/10.1007/978-3-642-34922-5_16,,,series/sfsc/Shahbazova13,2017-05-16,,,223-240,,,,,,Applied Research in the Field of Automation of Learning and Knowledge Control.,db/series/sfsc/sfsc291.html#Shahbazova13,2013,,,,
72343,Bahrad A. Sokhansanj|Suman Datta|Xiaohua Hu,,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_12,,,series/sfsc/SokhansanjDH09,2017-05-16,,,235-255,,,,,,Scalable Dynamic Fuzzy Biomolecular Network Models for Large Scale Biology.,db/series/sfsc/sfsc242.html#SokhansanjDH09,2009,,,,
72344,Daniela Stroppiana|Gloria Bordogna|Marco Pagani|Mirco Boschetti|Paola Carrara|Pietro Alessandro Brivio,0000-0002-5619-4305|0000-0002-6775-753X,Recent Developments in the Ordered Weighted Averaging Operators,,,,,series/sfsc/Yager11,https://doi.org/10.1007/978-3-642-17910-5_10,,,series/sfsc/BordognaBBCPS11,2018-11-02,,,189-207,,,,,,Fusion Strategies Based on the OWA Operator in Environmental Applications.,db/series/sfsc/Yager11.html#BordognaBBCPS11,2011,,,,
72345,Guoqing Chen|Qiang Wei|Yixi Xiong,,35 Years of Fuzzy Set Theory,,,,,series/sfsc/Cornelis11,https://doi.org/10.1007/978-3-642-16629-7_9,,,series/sfsc/ChenXW11,2017-05-16,,,171-193,,,,,,A Fuzzy Extension to Compact and Accurate Associative Classification.,db/series/sfsc/Cornelis11.html#ChenXW11,2011,,,,
72346,Beyzanur Çayir Ervural|Bilal Ervural|Cengiz Kahraman,0000-0002-0861-052X|0000-0002-5206-7632,Fuzzy Logic in Its 50th Year,,,,,series/sfsc/2016-341,https://doi.org/10.1007/978-3-319-31093-0_14,,,series/sfsc/ErvuralEK16,2017-09-16,,,309-326,,,,,,Fuzzy Sets in the Evaluation of Socio-Ecological Systems: An Interval-Valued Intuitionistic Fuzzy Multi-criteria Approach.,db/series/sfsc/sfsc341.html#ErvuralEK16,2016,,,,
72347,Luonan Chen|Rui-Sheng Wang|Shi-Hua Zhang|Xiang-Sun Zhang,,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_9,,,series/sfsc/ZhangWZC09,2017-05-16,,,165-189,,,,,,Fuzzy System Methods in Modeling Gene Expression and Analyzing Protein Networks.,db/series/sfsc/sfsc242.html#ZhangWZC09,2009,,,,
72348,Gökhan Çuvalcioglu,,Imprecision and Uncertainty in Information Representation and Processing,,,,,series/sfsc/2016-332,https://doi.org/10.1007/978-3-319-26302-1_5,,,series/sfsc/Cuvalcioglu16,2017-05-16,,,55-71,,,,,,One, Two and Uni-type Operators on IFSs.,db/series/sfsc/sfsc332.html#Cuvalcioglu16,,,,
72349,Giulia Rotundo|Roy Cerqueti,,Preferences and Decisions,,,,,series/sfsc/Greco10,https://doi.org/10.1007/978-3-642-15976-3_4,,,series/sfsc/CerquetiR10,2017-05-16,,,53-67,,,,,,Memory Property in Heterogeneously Populated Markets.,db/series/sfsc/Grego10.html#CerquetiR10,2010,,,,
72350,Glenn Shafer|Prakash P. Shenoy,0000-0002-8425-896X,Classic Works of the Dempster-Shafer Theory of Belief Functions,,,,,series/sfsc/2008-219,https://doi.org/10.1007/978-3-540-44792-4_20,,,series/sfsc/ShenoyS08,2017-06-09,,,499-528,,,,,,Axioms for Probability and Belief-Function Propagation.,db/series/sfsc/sfsc219.html#ShenoyS08,2008,,,,
72351,Liya Ding|Xiaogan Liu,,Fifty Years of Fuzzy Logic and its Applications,,,,,series/sfsc/2015-326,https://doi.org/10.1007/978-3-319-19683-1_5,,,series/sfsc/DingL15,2017-05-16,,,65-77,,,,,,Human and Machine Intelligence - Between Fuzzy Logic and Daoist Thought.,db/series/sfsc/sfsc326.html#DingL15,2015,,,,
72352,Sundarapandian Vaidyanathan,,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_20,,,series/sfsc/Vaidyanathan16f,2017-05-16,,,481-506,,,,,,Global Chaos Synchronization of a Novel 3-D Chaotic System with Two Quadratic Nonlinearities via Active and Adaptive Control.,db/series/sfsc/sfsc337.html#Vaidyanathan16f,2016,,,,
72353,Ernesto Damiani|Marco Viviani|Paolo Ceravolo,,Soft Computing in Web Information Retrieva,,,,,series/sfsc/2006-197,https://doi.org/10.1007/3-540-31590-X_5,,,series/sfsc/CeravoloDV06,2019-02-21,,,87-104,,,,,,Adding a Trust Layer to Semantic Web Metadata.,db/series/sfsc/sfsc197.html#CeravoloDV06,2006,,,,
72354,Daniel Clemente|Gabriela Torres|Luis Valenzuela|Patricia Melin|Valente Ochoa,0000-0001-5798-1426,Hybrid Intelligent Systems,,,,,series/sfsc/2007-208,https://doi.org/10.1007/978-3-540-37421-3_24|https://www.wikidata.org/entity/Q58489295,,,series/sfsc/MelinOVTC07,2018-11-24,,,403-413,,,,,,Modular Neural Networks with Fuzzy Sugeno Integration Applied to Time Series Prediction.,db/series/sfsc/sfsc208.html#MelinOVTC07,2007,,,,
72355,Sundarapandian Vaidyanathan,,Advances in Chaos Theory and Intelligent Control,,,,,series/sfsc/2016-337,https://doi.org/10.1007/978-3-319-30340-6_18,,,series/sfsc/Vaidyanathan16d,2017-05-16,,,429-453,,,,,,Analysis, Adaptive Control and Synchronization of a Novel 3-D Chaotic System with a Quartic Nonlinearity and Two Quadratic Nonlinearities.,db/series/sfsc/sfsc337.html#Vaidyanathan16d,,,,
72356,Greg Gibbon|Janet Aisbett|John T. Rickard|Ronald R. Yager,,Soft Computing: State of the Art Theory and Novel Applications,,,,,series/sfsc/2013-291,https://doi.org/10.1007/978-3-642-34922-5_11,,,series/sfsc/RickardAYG13,2017-05-16,,,145-160,,,,,,Computing with Words Using Weighted Power Mean Aggregation Operators.,db/series/sfsc/sfsc291.html#RickardAYG13,2013,,,,
72358,John D. Lowrance|Thomas D. Garvey|Thomas M. Strat,,Classic Works of the Dempster-Shafer Theory of Belief Functions,,,,,series/sfsc/2008-219,https://doi.org/10.1007/978-3-540-44792-4_16,,,series/sfsc/LowranceGS08,2017-05-16,,,419-434,,,,,,A Framework for Evidential-Reasoning Systems.,db/series/sfsc/sfsc219.html#LowranceGS08,2008,,,,
72359,Ronald R. Yager,,On Logical, Algebraic, and Probabilistic Aspects of Fuzzy Set Theory,,,,,series/sfsc/2016-336,https://doi.org/10.1007/978-3-319-28808-6_12,,,series/sfsc/Yager16,2017-05-16,,,199-214,,,,,,Multi-source Information Fusion Using Measure Representations.,,,,
72360,Gia Sirbiladze,,Fuzzy Optimization,,,,,series/sfsc/Lodwick10,https://doi.org/10.1007/978-3-642-13935-2_11,,,series/sfsc/Sirbiladze10,2017-05-16,,,231-270,,,,,,Fuzzy Dynamic Programming Problem for Extremal Fuzzy Dynamic System.,db/series/sfsc/Lodwick10.html#Sirbiladze10,2010,,,,
72361,Christer Carlsson|József Mezei|Markku Heikkilä,0000-0002-2156-8549,Fuzzy Logic in Its 50th Year,,,,,series/sfsc/2016-341,https://doi.org/10.1007/978-3-319-31093-0_9,,,series/sfsc/CarlssonHM16,2017-06-14,,,187-209,,,,,,Fuzzy Entropy Used for Predictive Analytics.,db/series/sfsc/sfsc341.html#CarlssonHM16,2016,,,,
72362,Adrienne Breland|Frederick C. Harris Jr.|Gregory Vert|Monica N. Nicolescu|Sara Nasser,,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_2,,,series/sfsc/NasserBHNV09,2017-05-16,,,19-44,,,,,,Fuzzy Genome Sequence Assembly for Single and Environmental Genomes.,db/series/sfsc/sfsc242.html#NasserBHNV09,2009,,,,
72363,Chang-Shing Lee|Che-Hung Liu|Hani Hagras|Hui-Min Wang|Mei-Hui Wang|Ming-Kai Su|Yu-Yang Tseng|Yuan-Liang Wang,,On the Power of Fuzzy Markup Language,,,,,series/sfsc/2013-296,https://doi.org/10.1007/978-3-642-35488-5_8,,,series/sfsc/WangLHSTWWL13,2017-05-16,,,133-147,,,,,,Applying FML-Based Fuzzy Ontology to University Assessment.,db/series/sfsc/sfsc296.html#WangLHSTWWL13,2013,,,,
72364,Austin Parker|Francesco Parisi|John Grant|V. S. Subrahmanian,0000-0001-9977-1355,Methods for Handling Imperfect Spatial Information,,,,,series/sfsc/Jeansoulin10,https://doi.org/10.1007/978-3-642-14755-5_12,,,series/sfsc/ParisiPGS10,2017-06-09,,,307-340,,,,,,Scaling Cautious Selection in Spatial Probabilistic Temporal Databases.,db/series/sfsc/Jeansoulin10.html#ParisiPGS10,2010,,,,
72368,Antonio Rodríguez Díaz|Juan Paulo Alvarado-Magaña|Juan R. Castro|Oscar Castillo 0001,,Soft Computing Applications in Optimization, Control, and Recognition,,,,,series/sfsc/2013-294,https://doi.org/10.1007/978-3-642-35323-9_11,,,series/sfsc/Alvarado-MaganaDCC13,2018-09-12,,,265-286,,,,,,Type-2 Fuzzy Logic Grammars in Language Evolution.,,,,
72369,Mir Saman Pishvaee|Mohammad Mousazadeh|S. Ali Torabi,0000-0001-6389-6308|0000-0002-9764-9679,Fuzzy Logic in Its 50th Year,,,,,series/sfsc/2016-341,https://doi.org/10.1007/978-3-319-31093-0_12,,,series/sfsc/MousazadehTP16,2018-11-02,,,257-281,,,,,,Health Service Network Design Under Epistemic Uncertainty.,db/series/sfsc/sfsc341.html#MousazadehTP16,2016,,,,
72370,Toly Chen,,Production Engineering and Management under Fuzziness,,,,,series/sfsc/Kahraman10,https://doi.org/10.1007/978-3-642-12052-7_7,,,series/sfsc/Chen10,2017-05-16,,,125-142,,,,,,Fuzzy Technology in Advanced Manufacturing Systems: A Fuzzy-Neural Approach to Job Remaining Cycle Time Estimation.,db/series/sfsc/Kahraman10.html#Chen10,2010,,,,
72371,Teck Wee Chua|Woei Wan Tan,,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_15,,,series/sfsc/ChuaT09,2017-05-16,,,297-314,,,,,,Interval Type-2 Fuzzy System for ECG Arrhythmic Classification.,db/series/sfsc/sfsc242.html#ChuaT09,2009,,,,
72372,Marek Z. Reformat|Parisa D. Hossein Zadeh,,Fifty Years of Fuzzy Logic and its Applications,,,,,series/sfsc/2015-326,https://doi.org/10.1007/978-3-319-19683-1_26,,,series/sfsc/ZadehR15,2017-05-16,,,519-536,,,,,,The Web, Similarity, and Fuzziness.,,,,
72373,Glenn Shafer,,Classic Works of the Dempster-Shafer Theory of Belief Functions,,,,,series/sfsc/2008-219,https://doi.org/10.1007/978-3-540-44792-4_6,,,series/sfsc/Shafer08,2017-05-16,,,117-182,,,,,,Non-Additive Probabilities in the Work of Bernoulli and Lambert.,db/series/sfsc/sfsc219.html#Shafer08,2008,,,,
72374,Enric Trillas,,On Logical, Algebraic, and Probabilistic Aspects of Fuzzy Set Theory,,,,,series/sfsc/2016-336,https://doi.org/10.1007/978-3-319-28808-6_2,,,series/sfsc/Trillas16,2017-05-16,,,13-22,,,,,,How I Saw,,,2016,
72375,Francisco Chiclana|Jonathan M. Garibaldi|Robert Ivor John|Shang-Ming Zhou,0000-0002-0719-9353|0000-0002-3952-4210|0000-0002-9690-7074,Recent Developments in the Ordered Weighted Averaging Operators,,,,,series/sfsc/Yager11,https://doi.org/10.1007/978-3-642-17910-5_5,,,series/sfsc/ZhouCJG11,2017-06-14,,,91-109,,,,,,Fuzzification of the OWA Operators for Aggregating Uncertain Information with Uncertain Weights.,db/series/sfsc/Yager11.html#ZhouCJG11,2011,,,,
72376,Francisco Herrera|María José del Jesús|Pedro González 0001,0000-0002-7891-3059,Fuzzy Sets and Their Extensions: Representation, Aggregation and Models,,,,,series/sfsc/2008-220,https://doi.org/10.1007/978-3-540-73723-0_21,,,series/sfsc/JesusGH08,2017-06-14,,,411-430,,,,,,Subgroup Discovery with Linguistic Rules.,db/series/sfsc/sfsc220.html#JesusGH08,,,,
72377,Dawn Iacobucci,,Marketing Intelligent Systems Using Soft Computing,,,,,series/sfsc/Casillas10,https://doi.org/10.1007/978-3-642-15606-9_6,,,series/sfsc/Iacobucci10,2017-05-16,,,31-34,,,,,,Fuzzy Networks.,db/series/sfsc/Casillas10.html#Iacobucci10,2010,,,,
72378,Meng Joo Er|Yi Zhou 0002,,Soft Computing Applications in Industry,,,,,series/sfsc/2008-226,https://doi.org/10.1007/978-3-540-77465-5_3,,,series/sfsc/ErZ08,2018-10-18,,,47-68,,,,,,Dynamically Self-generated Fuzzy Neural Networks with Industry Applications.,db/series/sfsc/sfsc226.html#ErZ08,2008,,,,
72379,Dirk Vermeir|Marjon Blondeel|Martine De Cock|Steven Schockaert,,Soft Computing: State of the Art Theory and Novel Applications,,,,,series/sfsc/2013-291,https://doi.org/10.1007/978-3-642-34922-5_15,,,series/sfsc/BlondeelSVC13,2017-05-16,,,209-222,,,,,,Fuzzy Answer Set Programming: An Introduction.,db/series/sfsc/sfsc291.html#BlondeelSVC13,2013,,,,
72380,Didier Dubois|Henri Prade,,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_16,,,series/sfsc/DuboisP15,2017-05-16,,,179-182,,,,,,Some Memories about an Old Research Companionship.,db/series/sfsc/sfsc323.html#DuboisP15,2015,,,,
72381,Elena García Barriocanal|Miguel-Ángel Sicilia,,Soft Computing in Web Information Retrieva,,,,,series/sfsc/2006-197,https://doi.org/10.1007/3-540-31590-X_7,,,series/sfsc/BarriocanalS06,2019-02-21,,,121-134,,,,,,Fuzzy Concept-Based Models in Information Browsers.,db/series/sfsc/sfsc197.html#BarriocanalS06,2006,,,,
72382,Florence Dupin de Saint-Cyr|Henri Prade|Odile Papini,0000-0001-7891-9920,Methods for Handling Imperfect Spatial Information,,,,,series/sfsc/Jeansoulin10,https://doi.org/10.1007/978-3-642-14755-5_6,,,series/sfsc/Saint-CyrPP10,2017-09-16,,,133-163,,,,,,An Exploratory Survey of Logic-Based Formalisms for Spatial Information.,db/series/sfsc/Jeansoulin10.html#Saint-CyrPP10,2010,,,,
72383,Emanuel Morales-Flores|Juan Manuel Ramírez-Cortés|Pilar Gómez-Gil|Vicente Alarcón Aquino,,Soft Computing Applications in Optimization, Control, and Recognition,,,,,series/sfsc/2013-294,https://doi.org/10.1007/978-3-642-35323-9_9,,,series/sfsc/Morales-FloresRGA13,2017-05-16,,,215-236,,,,,,Brain Computer Interface Development Based on Recurrent Neural Networks and ANFIS Systems.,,,,
72384,Ali Ebrahimnejad|José L. Verdegay,0000-0001-6003-6601,Fuzzy Logic in Its 50th Year,,,,,series/sfsc/2016-341,https://doi.org/10.1007/978-3-319-31093-0_15,,,series/sfsc/EbrahimnejadV16,2018-11-02,,,327-368,,,,,,A Survey on Models and Methods for Solving Fuzzy Linear Programming Problems.,db/series/sfsc/sfsc341.html#EbrahimnejadV16,2016,,,,
72385,Anna Kolesárová|Magda Komorníková|Radko Mesiar|Tomasa Calvo,0000-0002-2377-0863,Fuzzy Sets and Their Extensions: Representation, Aggregation and Models,,,,,series/sfsc/2008-220,https://doi.org/10.1007/978-3-540-73723-0_7,,,series/sfsc/MesiarKCK08,2017-06-09,,,121-144,,,,,,A Review of Aggregation Functions.,db/series/sfsc/sfsc220.html#MesiarKCK08,,,,
72386,Gerald Schaefer|Hisao Ishibuchi|Tomoharu Nakashima,0000-0001-9186-6472,Fuzzy Systems in Bioinformatics and Computational Biology,,,,,series/sfsc/2009-242,https://doi.org/10.1007/978-3-540-89968-6_7,,,series/sfsc/SchaeferNI09,2017-06-14,,,127-140,,,,,,Gene Expression Analysis by Fuzzy and Hybrid Fuzzy Classification.,db/series/sfsc/sfsc242.html#SchaeferNI09,2009,,,,
72387,Dietrich Van der Weken|Etienne E. Kerre|Mike Nachtegael|Stefan Schulte 0001|Valérie De Witte,,Fuzzy Sets and Their Extensions: Representation, Aggregation and Models,,,,,series/sfsc/2008-220,https://doi.org/10.1007/978-3-540-73723-0_33,,,series/sfsc/WekenWNSK08,2017-05-16,,,639-656,,,,,,Colour Image Comparison Using Vector Operators.,db/series/sfsc/sfsc220.html#WekenWNSK08,,,,
72390,Henri Prade|Odile Papini|Robert Jeansoulin|Steven Schockaert,0000-0002-1876-1583|0000-0002-9256-2881,Methods for Handling Imperfect Spatial Information,,,,,series/sfsc/Jeansoulin10,https://doi.org/10.1007/978-3-642-14755-5_1,,,series/sfsc/JeansoulinPPS10,2017-06-09,,,1-11,,,,,,Introduction: Uncertainty Issues in Spatial Information.,db/series/sfsc/Jeansoulin10.html#JeansoulinPPS10,2010,,,,
72391,Cengiz Kahraman|Fatih Tüysüz,,Production Engineering and Management under Fuzziness,,,,,series/sfsc/Kahraman10,https://doi.org/10.1007/978-3-642-12052-7_6,,,series/sfsc/KahramanT10,2017-05-16,,,95-124,,,,,,Manufacturing System Modeling Using Petri Nets.,db/series/sfsc/Kahraman10.html#KahramanT10,2010,,,,
72392,Adolfo Rodriguez de Soto,0000-0002-3478-4590,Accuracy and Fuzziness,,,,,series/sfsc/2015-323,https://doi.org/10.1007/978-3-319-18606-1_19,,,series/sfsc/Soto15,2017-06-14,,,207-215,,,,,,Enric Trillas, A Logical Path.,db/series/sfsc/sfsc323.html#Soto15,,,,
